MovieName,Director,Music Director,Genre,Cast,Review,Censorship,Month
Iruttu Araiyil Murattu Kuthu (A),Santhosh P. Jayakumar,Balamurali Balu,Comedy,"Cast: Gautham Karthik, Vaibhavi Shandilya, Karunakaran , Rajendran, Bala Saravanan, Jhon Vijay, Madhumitha",46%,(A),May
Irumbu Thirai (U),P.s.mithran,Yuvan Shankar Raja,Action,"Cast: Vishal Krishna, Samantha Prabhu, Arjun Sarja, Robo Shankar, Delhi Ganesh, Kaali Venkat",63%,(U),May
Iravukku Aayiram Kangal (U/A),Mu. Maran,Sam C.s,Crime,"Cast: Arulnidhi , Ajmal Ameer, Mahima Nambiar, Suja Varunee, Chaya Singh, Anandaraj, Jhon Vijay 
                                 Drama",60%,(U/A),May
Nadigaiyar Thilagam (U),Nag Ashwin,Mickey J Meyer,Biography,"Cast: Dulquer Salman , Keerthi Suresh, Samantha Prabhu, Mohan Babu, Vijay Devarakonda, Shalini Pandey, Prakash Raj 
                                 Drama",68%,(U),May
Bhaskar Oru Rascal (U/A),Siddique,Amrish,Comedy,"Cast: Arvind Swamy, Amala Paul, Nainika , Soori, Robo Shankar, Ramesh Khanna, Nassar 
                                 Drama",47%,(U/A),May
Kaali (U),Kiruthiga Udhayanidhi,Vijay Antony,Action,"Cast: Vijay Antony, Anjali , Sunaina , Amritha Aiyer, Vela Ramamoorthy, Nassar , Jayaprakash 
                                 Drama",54%,(U),May
Seyal (U),Ravi Abbulu,Siddarth Vippin,Drama,"Cast: Rajan Tejeshwar, Tharushi",40%,(U),May
Oru Kuppai Kathai,Kaali Rangasamy,Joshua Sridhar,Love,"Cast: Manisha Yadav, Yogi Babu, Dance Master Dinesh",54%,,May
Sema (U),Vallikanth,G.v. Prakash Kumar,Comedy,"Cast: Arthana Binu, Gv Prakash, Assisi Ronald Gibson, Kovai Sarala, Yogi Babu, Mansoor Ali Khan, Sujatha Sivakumar",54%,(U),May
Kaala Koothu (U),M Nagarajan,Justin Prabhakaran,Action,"Cast: Prasanna , Dhansika , Kalaiyarasan, Srushti Dange",50%,(U),May
Kaala (U/A),Pa Ranjith,Santhosh Narayanan,Action,"Cast: Rajinikanth , Eswari Rao, Huma Qureshi, Nana Patekar, Samuthirakani , Dileepan , Manikandan 
                                 Drama",65%,(U/A),Jun
Goli Soda 2 (U/A),S.d Vijay Milton,Achu Rajamani,Action,"Cast: Samuthirakani , Chemban Vinod Jose, Rohini , Subiksha , Saravana Subbaiah, Rekha , Gautham Menon",53%,(U/A),Jun
Tik Tik Tik (U),Shakthi Soundar Rajan,Imman D,Thriller,"Cast: Jayam Ravi, Nivetha Pethuraj, Jayaprakash , Balaji Venugopal, Ramesh Thilak, Jayaprakash",55%,(U),Jun
Andhra Mess (U/A),Jai,Prashant Pillai,Action,"Cast: Raj Bharath, Ap Shreethar, Pooja Devariya",40%,(U/A),Jun
Semma Botha Aagatha (U/A),Badri Venkatesh,Yuvan Shankar Raja,Action,"Cast: Adharvaa Murali, Mishti , Anaika Soti , Mano Bala , John Vijay, Karunakaran , Ms Bhaskar 
                                 Drama",44%,(U/A),Jun
Asuravadham (U/A),Marthupandian,Govind Menon,Action,"Cast: Sasikumar M, Nandita Sweta",59%,(U/A),Jun
Mr. Chandramouli (U/A),Thiru,Sam C.s,Comedy,"Cast: Karthik Muthuraman, Gautham Karthik, Regina Cassandra, Varalaxmi Sarathkumar, J Mahendran, Santhosh Pratap, Sathish 
                                 Drama",48%,(U/A),Jul
Tamizh Padam 2 (U),Amudan C.s.,Kannan,Comedy,"Cast: Shiva , Disha Pandey, Iswarya Menon, Kasthuri Shankar, Sathish , Santhana Bharathi, Mano Bala 
                                 Drama",55%,(U),Jul
Kadai Kutty Singam (U),Pandiaraj,Imman D,Family,"Cast: Karthik Sivakumar, Sathyaraj , Sayesha Saigal, Priya Bhavanisankar, Bhanupriya, Viji Chandrasekhar, Arthana Binu 
                                 Drama",59%,(U),Jul
Mohini (U),Ramana Madhesh,Vivek - Mervin,Horror,"Cast: Trisha Krishnan, Jackky Bhagnani, Poornima Bhagyaraj, Yogi Babu, Swaminathan",39%,(U),Jul
Junga (U),Gokul,Siddarth Vippin,Comedy,"Cast: Vijay Sethupathi, Yogi Babu, Sayesha Saigal, Saranya Ponvannan, Madonna Sebastian, Radha Ravi , Suresh Menon",50%,(U),Jul
Ghajinikanth (U),Santhosh P. Jayakumar,Balamurali Balu,Comedy,"Cast: Arya , Sayesha Saigal, Karunakaran , Sathish , Kaali Venkat, Rajendran, Sampath Raj 
                                 Drama",53%,(U),Aug
Pyaar Prema Kaadhal (U/A),Elan,Yuvan Shankar Raja,Romance,"Cast: Harish Kalyan, Raiza Wilson, Bhanupriya, Anand Babu",61%,(U/A),Aug
Vishwaroopam 2 (U/A),Kamal Haasan,Ghibran M,Thriller,"Cast: Kamal Haasan, Pooja Kumar, Andrea Jeremiah, Nassar , Rahul Bose, Shekhar Kapoor, Jaideep Ahlawat 
                                 Drama",54%,(U/A),Aug
Kolamavu Kokila (U/A),Nelson Dilipkumar,Anirudh Ravichander,Comedy,"Cast: Nayantara , Yogi Babu, Saranya Ponvannan, Jacqueline",63%,(U/A),Aug
Lakshmi (U ),Vijay A.l.,Sam C.s,Drama,"Cast: Prabhudeva Sundaram, Aishwarya Rajesh, Karunakaran , Kovai Sarala, Salman Yusuff Khan, Chaams",52%,(U ),Aug
Kalari (U/A),Kiran Chand,V. V. Prasanna,Action,"Cast: Jaya prakash,",40%,(U/A),Aug
Imaikkaa Nodigal (U/A),Ajay Gnanamuthu,Hiphop Tamizha,Romance,"Cast: Adharvaa Murali, Nayantara , Raashi Khanna, Anurag Kashyap, Ramesh Thilak, Uday Mahesh, Devan",60%,(U/A),Aug
Annanukku Jai (U),Rajkumar,Arrol Corelli,Social,"Cast: Dinesh , Mahima Nambiar, Radha Ravi , Mayilsamy , R.j.balaji",59%,(U),Aug
Aarudhra (U/A),Pa. Vijay,Vidyasagar,Thriller,Cast: Pa.vijay,40%,(U/A),Aug
60 Vayadhu Maaniram (U),Radhamohan,Ilaiyaraja,Thriller,"Cast: Prakash Raj , Samuthirakani , Vikram Prabhu, Indhuja",60%,(U),Aug
U Turn (U/A),Pawan Kumar,Poorna Chandra Tejaswi,Mystery,"Cast: Samantha Prabhu, Aadhi Pinisetty, Rahul Ravindran, Bhumika Chawla, Narain , Aadukalam Naren",62%,(U/A),Sep
Seema Raja (U),Ponram,Imman D,Action,"Cast: Sivakarthikeyan , Samantha Prabhu, Napoleon , Simran Bagga, Soori, Lal , Yogi Babu 
                                 Drama",44%,(U),Sep
Saamy 2 (saamy Square) (U),Hari,Devi Prasad,Action,"Cast: Vikram , Keerthi Suresh, Prabhu Ganesan, Bobby Simha, Soori, Jhon Vijay, Uma Riyaz Khan 
                                 Drama",47%,(U),Sep
Raja Ranguski (U/A),Dharanidharan,Yuvan Shankar Raja,Crime,"Cast: Shirish Saravanan, Chandini Tamilarasan, Anupama Kumar",52%,(U/A),Sep
Chekka Chivantha Vaanam (U/A),Mani Ratnam,A.r. Rahman,Action,"Cast: Silambarasan Rajendar, Vijay Sethupathi, Arvind Swamy, Arun Vijay, Jyotika Saravanan, Aditi Rao Hydari, Aishwarya Rajesh 
                                 Drama",67%,(U/A),Sep
Pariyerum Perumal (U),Maari Selvaraj,Santhosh Narayanan,Drama,"Cast: Kathir,",72%,(U),Sep
96 (U),C. Prem Kumar,Govind Menon,Love,"Cast: Vijay Sethupathi, Trisha Krishnan, Janagaraj , Bagavathi Perumal, Kaali Venkat, Aadukalam Murugadoss, Devadarshini",73%,(U),Oct
Raatchasan (U/A),Ram Kumar,Ghibran M,Thriller,"Cast: Vishnu Vishal, Amala Paul, Suzane George, Kaali Venkat, Ramdoss, Sanjay",70%,(U/A),Oct
Nota,Anand Shankar,Sam C.s,Thriller,"Cast: Vijay Devarakonda, Mehreen Pirzada, Nassar , Sathyaraj , Sanchana Natarajan, Priyadarshi Pullikonda, Ms Bhaskar 
                                 Drama",53%,(U),Oct
Aan Devathai (U),Thamira,Mohamaad Ghibran,Family,"Cast: Samuthirakani , Kavin, Kasthuri Shankar, Ramya Pandian",43%,(U),Oct
Vada Chennai (A),Vetrimaaran,Santhosh Narayanan,Action,"Cast: Dhanush , Amala Paul, Andrea Jeremiah, Samuthirakani , Ameer Sultan, Daniel Balaji, Kishore 
                                 Drama",74%,(A),Oct
Sandakozhi 2 (U/A),Lingusamy N,Yuvan Shankar Raja,Action,"Cast: Vishal Krishna, Raj Kiran, Varalaxmi Sarathkumar, Keerthi Suresh, Ganja Karuppu, Ramdoss, Hareesh Peradi 
                                 Drama",50%,(U/A),Oct
Ezhumin (U),V.p.viji,Ganesh Chandirasekaran,Children,"Cast: Vivek , Devayani",50%,(U),Oct
Jarugandi (U),Pitchumani,Bobo Shashi,Action,"Cast: Jai , Nithin Sathya, Reba Monica John, Amit Tiwari, Daniel Annie Pope, Robo Shankar, Ilavarasu 
                                 Drama",38%,(U),Oct
Genius (U),Suseendran,Yuvan Shankar Raja,Drama,"Cast: Roshan , Aadukalam Naren, Jayaprakash",50%,(U),Oct
Sarkar (U/A),Murugadoss A.r.,A.r. Rahman,Action,"Cast: Vijay Chandrasekhar, Keerthi Suresh, Yogi Babu, Varalaxmi Sarathkumar, Prem Kumar, Radha Ravi , Pala. Karuppiah",57%,(U/A),Nov
Kalavani Mappillai (U),Gandhi Manivasagam,N R Raghunathan,Comedy,"Cast: Dinesh , Adhiti Menon",40%,(U),Nov
Thimiru Pudichavan (U/A),Ganeshaa,Vijay Antony,Action,"Cast: Vijay Antony, Nivetha Pethuraj, Daniel Balaji, Lakshmy Ramakrishnan",46%,(U/A),Nov
Kaatrin Mozhi (U),Radhamohan,A.h. Kaashi,Drama,Cast: Vidharth,60%,(U),Nov
Utharavu Maharaja (U),Asif Kuraishi,Naren Balakumar,Drama,"Cast: Udhaya , Prabhu Ganesan, Mano Bala , Kovai Sarala",40%,(U),Nov
Sei (U/A),Raj Babu,Nyx Lopez,Thriller,"Cast: Nakul , Prakash Raj , Nassar , Aanchal Munjal, Anjali Rao, Chandrika Ravi",38%,(U/A),Nov
2.0 (U/A),Shankar S,A.r. Rahman,Sci-Fi,"Cast: Rajinikanth , Amy Jackson, Akshay Kumar, Sudhanshu Pandey, Adil Hussain, Kalabhavan Shajon, Riyaz Khan",69%,(U/A),Nov
Thuppaki Munai (U),Dinesh Selvaraj,L.v. Muthu And Ganesh,Action,"Cast: Vikram Prabhu, Hansika Motwani, Ms Bhaskar, Vela Ramamoorthy",54%,(U),Dec
Johnny (U/A),Pa.vetriselvan,Jai Ganesh,Action,"Cast: Prashanth Thygarajan, Prabhu Ganesan, Sanchita Shetty, Anandaraj, Sayaji Shinde",45%,(U/A),Dec
Seethakathi (U),Balaji Tharaneetharan,Govind Menon,Comedy,"Cast: Vijay Sethupathi, Parvathy , Ramya Nambeesan, Gayathrie Shankar",64%,(U),Dec
Kanaa (U),Arunraja Kamaraj,Dhibu Ninan Thomas,Sports,"Cast: Sathyaraj , Aishwarya Rajesh, Blade Shankar, Sivakarthikeyan , Ramdoss, Ilavarasu",62%,(U),Dec
Silukkuvarupatti Singam (U),Chella,Leon James,Comedy,"Cast: Vishnu Vishal, Regina Cassandra, Oviya , Yogi Babu, Arunraja Kamaraj, Karunakaran , Livingston 
                                 Drama",50%,(U),Dec
Maari 2 (U/A),Balaji Mohan,Yuvan Shankar Raja,Action,"Cast: Dhanush , Tovino Thomas, Krishna Kulasekaran, Sai Pallavi, Vidya Pradeep, Varalaxmi Sarathkumar, Robo Shankar",53%,(U/A),Dec
Adanga Maru (U/A),Karthik Thangavel,Sam C.s,Action,"Cast: Jayam Ravi, Raashi Khanna, Suresh Menon, Ponvannan , Sampath Raj, Azhagam Perumal, Poorna",60%,(U/A),Dec
Bairavaa (U),Bharathan,Santhosh Narayanan,Action,"Cast: Vijay Chandrasekhar, Keerthi Suresh, Sathish , Aparna Vinod, Daniel Balaji, Aadukalam Naren, Thambi Ramaiah 
                                 Drama",47%,(U),Jan
Koditta Idangalai Nirappuga (U/A),Parthiban R,Sathya,Romance,"Cast: Parthiban , Shanthanoo Bhagyaraj, Parvathy Nair, Thambi Ramaiah, Singampuli, Simran Bagga",50%,(U/A),Jan
Adhey Kangal (U),Rohin Venkatesan,Ghibran M,Love,"Cast: Kalaiyarasan, Janani Iyer, Sshivada, Bala Saravanan",58%,(U),Jan
Enakku Vaaitha Adimaigal (U),Mahendran Rajamani,Santhosh Dayanidhi,Comedy,"Cast: Jai , Pranitha , Karunakaran , Kaali Venkat",47%,(U),Feb
Bogan (U),Lakshman,Imman D,Thriller,"Cast: Hansika Motwani, Arvind Swamy, Jayam Ravi, Akshara Gowda",56%,(U),Feb
S3 (U),Hari,Harris Jayaraj,Action,"Cast: Suriya Sivakumar, Shruthi Haasan, Anushka Shetty, Vijayakumar , Robo Shankar, Raadhika Sarathkumar, Soori 
                                 Drama",57%,(U),Feb
Rum (U/A),Sai Bharath,Anirudh Ravichander,Horror,"Cast: Hrishikesh, Narain , Sanchita Shetty, Miya George, Vivek",42%,(U/A),Feb
Pagadi Attam (U),Ram K Chandrran,Karthik Raja,Crime,"Cast: Rahman , Monika, Gowri Nandha, Akhil",42%,(U),Feb
Yeman (U),Jeeva Sankar,Vijay Antony,Thriller,"Cast: Vijay Antony, Mia George, Thiyagarajan, Sangili Murugan, Charlie, Swaminathan",55%,(U),Feb
Yaakkai (U),Kulandai Vellappan,Yuvan Shankar Raja,Romance,"Cast: Kreshna, Swathi , Prakash Raj , Radha Ravi , Ms Bhaskar, Singampuli, Mayilsamy",41%,(U),Mar
Kuttram 23 (U/A),Arivazhagan,Vishal Chandrasekhar,Action,"Cast: Arun Vijay, Mahima Nambiar, Vamsee Krishna , Thambi Ramaiah",60%,(U/A),Mar
Mupparimanam (U),Adhiroopan,G.v. Prakash Kumar,Romance,"Cast: Shanthanoo Bhagyaraj, Srushti Dange, Parthiban , Thambi Ramaiah",39%,(U),Mar
Motta Siva Ketta Siva (U),Raghava Lawrence,Amersh Ganesh,Action,"Cast: Lawrence Raghavendra, Sathyaraj , Nikki Galrani, Vamsee Krishna",37%,(U),Mar
Maanagaram (U),Lokesh Kanagaraj,Javed Riaz,Thriller,"Cast: Regina Cassandra, Sundeep Kishan, Sri , Charlie, Ramadoss",71%,(U),Mar
Kattappava Kanom (U),Mani Seiyon,Santhosh Dayanidhi,Romance,"Cast: Sibiraj , Sathyaraj , Aishwarya Rajesh, Chandini Tamilarasan, Livingston, Kaali Venkat",52%,(U),Mar
Bruce Lee (U),Prasanth Pandiyaraj,G.v. Prakash Kumar,Comedy,Cast: Gv Prakash,27%,(U),Mar
Oru Mugathirai,Senthil Nadan,Premkumar Sivaperuman,Thriller,"Cast: Rahman , Aditi Chengappa, Delhi Ganesh",30%,,Mar
Paambu Sattai (U),Adam Dasan,Ajesh Ashok,Action,"Cast: Bobby Simha, Keerthi Suresh, Bhanu",50%,(U),Mar
Kadugu (U),S.d Vijay Milton,Anoop Seelin,Thriller,"Cast: Bharath , Rajakumaran, Radhika Prasidhha, Subiksha",60%,(U),Mar
Enkitta Mothathey (U),Ramu Sellapa,Natarajan Sankaran,Action,"Cast: Natraj, Radha Ravi , Sanchita Shetty, Parvathy Nair",51%,(U),Mar
Dora (A),Dass Ramasamy,Vivek - Mervin,Thriller,"Cast: Nayantara , Thambi Ramaiah, Harish Uthaman",44%,(A),Mar
Attu (U/A),Rathan Linga,Bobo Shashi,Action,Cast:,53%,(U/A),Mar
Kavan (U),K.v Anand,Hiphop Tamizha,Action,"Cast: Vijay Sethupathi, T. Rajhentherr, Madonna Sebastian, Pandiarajan , Nassar , Bose Venkat",65%,(U),Mar
Kaatru Veliyidai (U),Mani Ratnam,A.r. Rahman,Romance,"Cast: Karthik Sivakumar, Aditi Rao Hydari, R.j.balaji, Delhi Ganesh, Rukmini Vijayakumar",53%,(U),Apr
8 Thottakkal (U),Sri Ganesh,Sundara Moorthy,Thriller,"Cast: Vetri, Ms Bhaskar, Mime Gopi, Nassar",61%,(U),Apr
Kadamban (U),Raghavan,Yuvan Shankar Raja,Action,"Cast: Arya , Catherine Tresa, Madhuvanti Arun",51%,(U),Apr
Shivalinga (U),Vasu P,Thaman,Horror,"Cast: Lawrence Raghavendra, Ritika Singh, Vadivelu , Urvashi",48%,(U),Apr
Pa Paandi (U),Dhanush,Sean Roldan,Action,"Cast: Rajkiran , Nadhiya , Prasanna , Chaya Singh, Dhanush , Gautham Menon, Madonna Sebastian 
                                 Drama",63%,(U),Apr
Baahubali: The Conclusion (U/A),S S Rajamouli,M M Keeravani,Adventure,"Cast: Prabhas, Anushka Shetty, Rana Daggubati, Tamannah Bhatia, Sathyaraj , Nassar , Ramya Krishnan",74%,(U/A),Apr
Saravanan Irukka Bayamaen (U),Ezhil S,Imman D,Love,"Cast: Udhayanidhi Stalin, Regina Cassandra, Soori, Srushti Dange",31%,(U),May
Lens (A),Jayaprakash Radhakrishnan,G.v. Prakash Kumar,Crime,"Cast: Jayaprakash Radakrishnan, Anandsami, Aswathy Lal",63%,(A),May
Yeidhavan (U),Sakthi Rajasekaran,Paartav Barggo,Crime,"Cast: Kalaiyarasan, Satna Titus, Vela Ramamoorthy, Aadukalam Naren",51%,(U),May
Sangili Bungili Kadhava Thorae (U/A),Ike,Vishal Chandrasekhar,Horror,"Cast: Jiiva Choudry, Sri Divya, Soori, Radhika , Radha Ravi , Thambi Ramaiah",52%,(U/A),May
Brindhavanam (U),Radhamohan,Vishal Chandrasekhar,Comedy,"Cast: Arulnidhi , Tanya Portrays, Vivek",56%,(U),May
Thondan (U),Samudirakanni,Justin Prabhakaran,Action,"Cast: Vikranth, Samuthirakani , Sunaina , Soori, Thambi Ramaiah",50%,(U),May
7 Naatkal (U),Gautham.vr,Vishal Chandrasekhar,Action,"Cast: Prabhu Ganesan, Sakthi Vasu, Nassar , Ganesh Venkatraman",55%,(U),Jun
Bongu (U),Taj,Srikanth Deva,Action,"Cast: Natraj, Ruhi Singh",40%,(U),Jun
Oru Kidayin Karunai Manu (U),Suresh Sangaiah,R.raghuram,Social,"Cast: Vidharth , Raveena Ravi",70%,(U),Jun
Rangoon (U/A),Rajkumar Periasamy,Vishal Chandrasekhar,Action,"Cast: Gautham Karthik, Sana Makbul , Siddique , Daniel Annie Pope",63%,(U/A),Jun
Sathriyan (U),S.r. Prabhakaran,Yuvan Shankar Raja,Action,"Cast: Vikram Prabhu, Manjima Mohan, Kavin, Aishwarya Dutta",41%,(U),Jun
Uru (U/A),Vicky Anand,A L Johan,Thriller,"Cast: Dhansika , Kalaiyarasan, Mime Gopi",56%,(U/A),Jun
Maragadha Naanayam (U),Ark Saravan,Dhibu Ninan Thomas,Comedy,"Cast: Aadhi , Nikki Galrani, Anandaraj, Ramdoss, Kota Srinivasa Rao, Arunraja Kamaraj, Brahmanandam 
                                 Drama",58%,(U),Jun
Adhagappattathu Magajanangalay (U),Inbasekhar,Imman D,Comedy,"Cast: Umapathi, Reshma Rathore, Karunakaran , Mano Bala",40%,(U),Jun
Anbanavan Asarathavan Adangathavan (U/A),Adhik Ravichandran,Yuvan Shankar Raja,Comedy,"Cast: Silambarasan Rajendar, Tamannah Bhatia, Shriya Saran",40%,(U/A),Jun
Vanamagan (U),Vijay A.l.,Harris Jayaraj,Adventure,"Cast: Jayam Ravi, Thambi Ramaiah, Prakash Raj , Sayesha Saigal",52%,(U),Jun
Ivan Thanthiran (U),Kannan R,Nivas K.prasanna,Comedy,"Cast: Gautham Karthik, Shraddha Srinath, Mayilsamy , R.j.balaji",59%,(U),Jun
Rubaai (U),Anbazhagan,Imman D,Action,"Cast: Anandhi, Chandran , Harish Uthaman, Ms Bhaskar, Chinni Jayanth",48%,(U),Jul
Pandigai (U/A),Feroz,R. H. Vikram,Action,"Cast: Anandhi, Kreshna, Nithin Sathya, Karunas , Saravanan",61%,(U/A),Jul
Gemini Ganeshanum Suruli Raajanum (U),Odam Ilavarasu,Imman D,Comedy,"Cast: Adharvaa Murali, Soori, Regina Cassandra, Pranitha , Aishwarya Rajesh, Anandhi",50%,(U),Jul
Thiri (U),Ashok Amritharaj S,Ajesh,Thriller,"Cast: Ashwin Kakumanu, Swathi Reddy, Jayaprakash , Karunakaran",42%,(U),Jul
Vikram Vedha (U/A),Pushkar-gayathri,Sam C.s,Crime,"Cast: Vijay Sethupathi, Madhavan R, Varalaxmi Sarathkumar, Kathir , Shraddha Srinath",74%,(U/A),Jul
Meesaya Murukku (U),Hip Hop Tamizha,Hiphop Tamizha,Romance,"Cast: Aadhi , Vivek , Aathmika , Vijayalakshmi",55%,(U),Jul
Kootathil Oruthan (U),T J Gnanavel,Nivas K.prasanna,Love,"Cast: Ashok Selvan, Priya Anand, Samuthirakani , Anupama Kumar, Nassar , John Vijay, Bala Saravanan",54%,(U),Jul
Nibunan (U/A),Arun Vaidyanathan,Navin,Crime,"Cast: Arjun Sarja, Varalaxmi Sarathkumar, Vaibhav Reddy, Prasanna",55%,(U/A),Jul
Taramani (A),Ram,Yuvan Shankar Raja,Romance,"Cast: Vasanth Ravi, Andrea Jeremiah, Anjali , Azhagam Perumal",66%,(A),Aug
Podhuvaga Emmanasu Thangam (U),Thalapathy Prabhu,Imman D,Comedy,"Cast: Udhayanidhi Stalin, Nivetha Pethuraj, Parthiban , Soori, Mayilsamy",44%,(U),Aug
Velai Illa Pattadhari 2 (U),Soundarya Rajnikanth,Sean Roldan & Anirudh,Action,"Cast: Dhanush , Amala Paul, Kajol, Samuthirakani , Ritu Varma, Saranya Ponvannan",52%,(U),Aug
Vivegam (U/A),Siva,Anirudh Ravichander,Action,"Cast: Ajith Kumar, Kajal Agarwal, Vivek Oberoi, Akshara Haasan, Karunakaran , Bharath Reddy, Sharat Saxena 
                                 Drama",55%,(U/A),Aug
Puriyaadha Pudhir (U),Ranjith Jeyakodi,Sam C.s,Love,"Cast: Vijay Sethupathi, Gayathri, Ramesh Thilaganathan, Arjunan",51%,(U),Sep
Kurangu Bommai (U/A),Nithilan,B. Ajaneesh Loknath,Drama,"Cast: Vidharth , Bharathiraja , Delna Davis, P. L. Thenappan, Ganja Karuppu",66%,(U/A),Sep
Kathanayagan (U),Muruganandham,Sean Roldan,Comedy,"Cast: Vishnu Vishal, Catherine Tresa, Soori, Anandaraj, Saranya Ponvannan, Vijay Sethupathi",47%,(U),Sep
Neruppu Da (U),B. Ashok Kumar,Sean Roldan,Thriller,"Cast: Vikram Prabhu, Nikki Galrani, Varun , Naginedu , Aadukalam Naren",49%,(U),Sep
Thupparivaalan (U/A),Myshkin,Arrol Corelli,Crime,"Cast: Vishal Krishna, Prasanna , Simran Bagga, Devayani , Anu Emmanuel, Andrea Jeremiah, Jhon Vijay 
                                 Drama",64%,(U/A),Sep
Magalir Mattum (U),Bramma G,Ghibran M,Drama,"Cast: Jyotika Saravanan, Urvashi , Saranya Ponvannan, Bhanupriya, Nassar , Livingston",58%,(U),Sep
Naan Aanaiyittal (U/A),Teja,Anup Rubens,Action,"Cast: Rana Daggubati, Kajal Agarwal, Navdeep , Catherine Tresa",54%,(U/A),Sep
Bayama Irukku (U/A),Jawahar,Sathya,Horror,"Cast: Reshmi Menon, Santhosh Pratap, Kovai Sarala, Rajendran, Bharani",28%,(U/A),Sep
Spyder (U/A),Murugadoss A.r.,Harris Jayaraj,Thriller,"Cast: Mahesh Babu, Rakul Preet Singh , S J Surya, R.j.balaji, Priyadarshi Pullikonda, Bharath , Shaji Chen",58%,(U/A),Sep
Karuppan (U),Paneerselvam,Imman D,Action,"Cast: Vijay Sethupathi, Ramya Nambeesan, Bobby Simha, Tanya Ravichandran, Kishore , Pasupathy , Singampuli",54%,(U),Sep
Hara Hara Mahadevaki (A),Saravanan M,Balamurali Balu,Comedy,"Cast: Gautham Karthik, Nikki Galrani, Sathish , Karunakaran , Rajendran, Bala Saravanan, Mano Bala 
                                 Drama",49%,(A),Sep
Solo (U/A),Bejoy Nambiar,Govind Menon Siddharth Menon,Romance,"Cast: Dulquer Salman , Dino Dramaa, Neha Sharma, Dhansika , Deepti Sati, Sruthi Hariharan, Sai Tamhankar",57%,(U/A),Oct
Meyaadha Maan (U/A),Rathna Kumar,Santhosh Narayanan,Comedy,"Cast: Vaibhav Reddy, Priya Bhavanisankar",61%,(U/A),Oct
Chennaiyil Oru Naal 2 (U/A),Jpr,Jakes Bejoy,Crime,"Cast: Sarathkumar R, Ajay , Suhasini Ratnam, Napoleon , Ramdoss",33%,(U/A),Oct
Mersal (U/A),Atlee,A.r. Rahman,Action,"Cast: Vijay Chandrasekhar, Kajal Agarwal, Samantha Prabhu, Nithya Menon, S J Surya, Vadivelu , Kovai Sarala 
                                 Drama",65%,(U/A),Oct
Aval (A),Milind Rau,Girish,Horror,"Cast: Siddharth Narayan, Andrea Jeremiah, Atul Kulkarni",66%,(A),Nov
Ippadai Vellum (U/A),Gaurav Narayanan,Imman D,Comedy,"Cast: Udhayanidhi Stalin, Manjima Mohan, Radhika , Soori, Daniel Balaji, R.k Suresh",51%,(U/A),Nov
Nenjil Thunivirundhal (U/A),Suseendran,Imman D,Action,"Cast: Vikranth, Sundeep Kishan, Mehreen Pirzada, Harish Uthaman, Soori, Appukutty",44%,(U/A),Nov
Aramm (U),Gopi Nainar,Ghibran M,Social,"Cast: Nayantara , Rams",72%,(U),Nov
Theeran Athigaram Ondru (U/A),H.vinoth,Ghibran M,Action,"Cast: Karthik Sivakumar, Rakul Preet Singh , Abhimanyu Singh, Bose Venkat",68%,(U/A),Nov
Indrajith (U),Kalaprabhu,Kp,Action,"Cast: Gautham Karthik, Sonarika Bhadoria, Ashrita, Prathap Pothan",40%,(U),Nov
Thiruttu Payale 2 (U/A),Susi Ganesan,Vidyasagar,Crime,"Cast: Bobby Simha, Prasanna , Amala Paul, Sanam Shetty, Vivek , Robo Shankar",56%,(U/A),Nov
Annadurai (U/A),G.srinivasan,Vijay Antony,Action,"Cast: Vijay Antony, Diana Champika, Jewel Mary, Radha Ravi , Kaali Venkat, Mahima Chaudhry",49%,(U/A),Nov
Kodi Veeran (U/A),Muthaiah. M,N. R. Raghunanthan,Action,"Cast: Sasikumar M, Mahima Nambiar, Vidharth , Bala Saravanan, Poorna , Sanusha",46%,(U/A),Dec
Richie (U/A),Gautham Ramachandran,B. Ajaneesh Loknath,Action,"Cast: Nivin Pauly, Natarajan Subramaniam, Shraddha Srinath, Prakash Raj , Lakshmi Priyaa",51%,(U/A),Dec
Sathya (U/A),Pradeep Krishnamoorthy,Simon,Crime,"Cast: Sibiraj , Remya Nambeesan, Varalaxmi Sarathkumar, Sathish , Anandaraj",59%,(U/A),Dec
Maayavan (U/A),C.v Kumar,Ghibran M,Sci-Fi,"Cast: Lavanya Tripathi, Sundeep Kishan, Jackie Shroff, Daniel Balaji, Jayaprakash , Mime Gopi",58%,(U/A),Dec
Chennai To Singapore (U),Abbas Akbar,Mohamaad Ghibran,Romance,"Cast: Gokul Anand, Rajesh Balachandiran, Anju Kurian",47%,(U),Dec
Aruvi (U/A),Arun Prabu Purushothaman,"Bindhu Malini, Vedanth Bharadwaj",Social,"Cast: Aditi Balan, Lakshmi Gopalswamy, Shwetha Sekar",80%,(U/A),Dec
Velaikkaran (U),Mohan Raja,Anirudh Ravichander,Action,"Cast: Sivakarthikeyan , Fahadh Faasil, Nayantara , Prakash Raj , Thambi Ramaiah, Sneha , R.j.balaji",58%,(U),Dec
Sangu Chakkaram (U),Maarison,Shabir,Horror,Cast: Dhilip Subbarayan,51%,(U),Dec
Kalavaadiya Pozhuthugal (U),Thangar Bachan,Bharadwaj,Love,"Cast: Prabhudeva Sundaram, Bhumika Chawla, Sathyaraj , Prakash Raj , Ganja Karuppu",45%,(U),Dec
